"It includes 7 songs about imagination and love.\"";5000;come-on-a-journey-with-us-to-never-land;;AU;AUD;1398290220;1398290220;1395656779;1395698220;0;0;;
kkst385003810;Quest for the best (burger) (Canceled);I want to come up with the optimal blend of meats to create the best burger ever made. Then I want to eat this burger.;50;quest-for-the-best-burger;;CA;CAD;1407438682;1405956437;1404845463;1404846682;0;0
kkst1250267134;Coveting Unique Beading Supplies;I've always dreamed of starting my own Jewellery business & since having a baby, I want to stay at home & make that dream a reality!;800;coveting-unique-beading-supplies;;AU;AUD;1407438692;1407438692;1404970793;1405105892;1;0
kkst1896433937;Wall Of Shelves;Turning our wall into a cabinet display;1500;wall-of-shelves;;US;USD;1407438759;1407438759;1404831535;1404846759;0;0
kkst184208185;A trip to the Peak District;My Goal is to Visit & Camp in the Peak District and to create a photography Portfolio I will upload to the internet.;300;a-trip-to-the-peak-district;;GB;GBP;1407438779;1407438779;1404750219;1404846779;1;0
kkst2082571778;Best birthday gift! Tiësto in Melkweg, Amsterdam!;My mother in law is about to get her best Bday ever.;;;;;;;;;;;
We're aiming for Tiësto;she's his biggest fan!;;;;;;;;;;;;
Old in age;"young in spirit!\"";3e+05;best-birthday-gift-tiesto-in-melkweg-amsterdam;;NL;EUR;1407438872;1407438913;1404805279;1404846872;0;0;
kkst1566002081;Espelette Collection Handcrafted Leather Messenger Bags;We are defining craftsmanship with European Messenger Bags and iPad Sleeves Handcrafted with Premium French Leather and Australian Wool;4000;espelette-collection-handcrafted-leather-messenger;;US;USD;1407438882;1407438912;1401406553;1404846882;35;1
kkst1366054118;Lagansiders;An independent television serial drama production from Belfast, Northern Ireland.;35000;lagansiders;;GB;GBP;1407439207;1407439207;1398446442;1404847207;0;0
kkst677533708;SWEET GOSPEL SAUCE;I'm raising money in order to expand production of a very popular all-purpose sauce, good for steaks, chicken, pork and BBQ.;600;sweet-gospel-sauce;;US;USD;1407439240;1407439240;1404790689;1404847240;0;0
kkst91697164;Egg Salad League T-Shirts;"It makes better sandwiches; therefore, egg salad deserves equal t-shirt attention.";20;egg-salad-league-t-shirts;;US;USD;1407439340;1407439340;1404773397;1404847340;2;1
kkst1264090619;Fixing Dad - A Feature Documentary Film;A groundbreaking film documenting one man's physical and emotional fight against type 2 diabetes as his sons battle to save him.;5500;fixing-dad-a-feature-documentary-film;;GB;GBP;1407439566;1407439566;1394216424;1404847566;83;1
kkst625428598;Ultimate Hockey Simulator;UHS is a fantasy hockey simulator that is coded from scratch by a die-hard hockey fan since 2004. Nothing to Download and Free to Use!;100;ultimate-hockey-simulator;;CA;CAD;1407439593;1407439593;1404778976;1404847593;5;1
kkst1674191559;A Better Site for Fans;Toyota truck fans need a friendly place to hang and show off their trucks.  I can give it... with help.;250;a-better-site-for-fans;;US;USD;1407440075;1407440075;1404761290;1404848075;1;0
kkst1014376113;Red Bear and the Magical Pixie Taming the Mind Monsters;Red Bear and the Magical Pixie have amazing adventures empowering their forest friends. To donate to St. Jude's for kids with Cancer;20000;red-bear-and-the-magical-pixie-taming-the-mind-mon;;US;USD;1407440148;1407440148;1405287051;1406144148;8;0
kkst1396089248;Flaming Pimento Cheese;Pimento cheese is an art. Make the world a better place with Flaming Pimento Cheese.;25;flaming-pimento-cheese;;US;USD;1407440150;1407440150;1404779409;1404848150;0;0
kkst542029527;Home Buying Helper;Buying a home is your largest and most important single investment. Most people dont know how to analyze it. We want to change that.;12000;home-buying-helper;;US;USD;1407440386;1407440386;1404824753;1404848386;3;0
kkst898927365;Darkfast Dungeons;Print and play tabletop dungeon adventure game. Easy to learn and quick to play. Perfect for young and old gamers.;1000;darkfast-dungeons;;CA;CAD;1407440460;1407440460;1403293272;1404705599;207;1
kkst1270148753;Jim Garrett album;Bringing musicians together from my 25 years as a musician that I have worked with to the USA to record an album.;4800;jim-garrett-album;;US;USD;1407440522;1407440522;1404820771;1404848522;3;0
kkst1009892642;Building the World's Greatest High School Student Leader;THE BOOK for students in high school leadership classes, student body, and humanitarian clubs. It's based upon our successful book.;3000;building-the-worlds-greatest-high-school-student-l;;US;USD;1407440942;1407440942;1404164999;1404848942;54;1
kkst1518886211;It's so much better when everyone is in, are you in? Incubus;"\"A road trip on a vintage bus. Music. Love. Friends attempting to  resuscitate  their friend so she can see the beauty of life again.\"";30000;its-so-much-better-when-everyone-is-in-are-you-in;;US;USD;1407440964;1407440964;1404673236;1404848964;0;0
kkst28798380;Shanin's Succulent Salsa! (Canceled);"\"I am looking to be able to jar and sell my delicious homemade farm-fresh salsa! Who knows, it may become a  hot  commodity!\"";10000;shanins-succulent-salsa;;US;USD;1407440975;1406312272;1404844197;1404848975;0;0
kkst502375870;Back Forty. When the going gets tough, get dirty.;We are raising funds for to begin production of our first full line. We are absolutely 100% committed to making Back Forty a success.;2200;back-forty-when-the-going-gets-tough-get-dirty;;US;USD;1407441053;1407441053;1404509156;1404849053;0;0
kkst220072970;Rare Mustang Restoration Classic Muscle Car 69 GT;Resurrect a rare classic 1969 Mustang GT Convertible;;;;;;;;;;;
It will be a daily driver once done.;;;;;;;;;;;;;
A website with restoration video;"pics too\"";50000;rare-mustang-restoration;;US;USD;1407441084;1407441085;1404826010;1404849084;1;0;
kkst1505823235;Derek's Album Project;I am gearing up to record my first album and need your help to complete the project!;2500;dereks-album-project;;US;USD;1407441546;1407441546;1404823971;1404849546;4;0
kkst1346939277;Urban Girl Chronicles: Love & Loyalty;This book and soundtrack contains drama, heartache and struggle while dealing with the life of growing up in the urban community.;15000;urban-girl-chronicles-love-and-loyalty;;US;USD;1407441600;1407441612;1404935216;1405001798;1;0
kkst25747673;Young Lyricists;This parody webseries chronicles the lives of the most popular rappers around, mockumentary style. Look out for these Young Lyricists.;500;young-lyricists;;US;USD;1407441726;1407441726;1404780682;1404849726;2;0
kkst1049898413;Munny 4 Tom;Munny 4 Tom:;;;;;;;;;;;
"First Line: \"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"I am Tom and i need some money";If you give me some;it'll be quite funny.;10;munny-4-tom;;CA;CAD;1407441918;1407441918;1401349366;1404849918;1;0
kkst307465968;Official Daquan's Mix Tape #daquan;Bout to drop my mix tape, need ya'll  support to make my dream come tru.;2000;daquans-mix-tape-daquan;;CA;CAD;1407442010;1407442010;1404846226;1404850010;1;0
kkst451002346;How Did I Get Here;A story of a 2-time Iraq war vet who returns home to a custody battle, bankruptcy, alcohol addiction and PTSD.;20000;how-did-i-get-here;;US;USD;1407442020;1407442020;1404831986;1404850020;0;0
kkst1400326666;Help Rob Learn The Bagpipes;Help fun Rob in his quest to learn the bagpipes. He needs help buying the necessary instruments, tools, and attire (Kilt!);2500;help-rob-learn-the-bagpipes;;US;USD;1407442055;1407442055;1404841566;1404850055;2;0
kkst124621985;Youtube Jumpstart;Looking to start a gaming youtube channel;5000;youtube-jumpstart;;US;USD;1407442397;1407442397;1404799784;1404850397;0;0
kkst1351900356;Pot Holes;Pot Hole Locator;100;pot-holes;;US;USD;1407442400;1407442400;1404830532;1404850400;1;0
kkst1206939314;The Meatball Food Truck (Canceled);Who doesn't love meatballs? We want to offer meatballs in every way imaginable, with a taste and style to accommodate anyone.;50000;the-meatball-food-truck;;US;USD;1407442440;1405287669;1404850493;1404934660;0;0
kkst839843260;wildlife paintings;This is the start of my lion painting, its on a 31 /12 inches by 39 1/2 inches canvas in acyrlic paint and I about two weeks work;1000;wildlife-paintings;;GB;GBP;1407442476;1407442511;1404808719;1404850476;0;0
kkst1838206697;A Painting a Day;I want to create one painting a day for the next month.;25;a-painting-a-day-0;;CA;CAD;1407442581;1407442581;1404825699;1404850581;4;1
kkst1675873246;Cheese Dip (Canceled);I have a cheese dip addiction that needs to be appeased.;10;cheese-dip;;US;USD;1407442724;1405135005;1404782608;1404850724;0;0
kkst270219957;My First Apple Pie;What is more american than an apple pie? a donation to my pie supports everything America stands for. America. (will post pictures);1000;my-first-apple-pie;;US;USD;1407444012;1407444012;1404775183;1404852012;2;0
kkst1856131013;Soaring Over Awesomeness: Aerial Footage of Popular Hikes;Aerial footage of amazing hikes & sites in national forests and major natural landmarks.;8000;soaring-over-creation-aerial-footage-of-popular-hi;;US;USD;1407444096;1407444096;1404809298;1404852096;2;0
kkst1429056581;SameAsMe - find a person that looks like you;In the world there are at least 5 people looking exactly the same as you! Let's find them together!;2000;sameasme-find-a-person-that-looks-like-you;;GB;GBP;1407444730;1407444730;1404829616;1404852730;2;0
kkst355269918;Rubeys Ind kickstarter (Canceled);Need tools and machines to build cool and awesome hilts for everybody to love and pass down for the future saber lovers;3000;rubeys-ind-kickstarter;;US;USD;1407444900;1405027912;1404852971;1404946083;0;0
kkst551184479;Flow Academy - Parkour, Free Running, Breaking and Tricking;We are designing a creative space for Parkour, Breaking and Tricking with sprung floors, sponge pit, and multi-level parkour structures;26000;flow-academy-parkour-free-running-breaking-and-tri;;NZ;NZD;1407444994;1407444995;1401186974;1404852994;40;0
kkst2062013225;"\"Launching   Juno Silks  by Lissa Liggett\"";Making of the first, 100 One of a kind, silk dresses and skirts. Hand and machine sewn using re purposed silks and brocades from India.;6800;launching-juno-silks-by-lissa-liggett;;US;USD;1407445140;1407445140;1404675204;1404853342;1;0
kkst1762867850;Good Kid, MAAD City: An Adaption By Jermaine Murray;A Canadian take and adaption of Kendrick Lamar's critically acclaimed album Good Kid, MAAD City. By bringing the songs lyrics to life.;2500;good-kid-maad-city-an-adaption-by-jermaine-murray;;CA;CAD;1407445200;1407445214;1404835531;1404842913;0;0
kkst1801876232;Oak Book Shelf;Help me make another book case and make a dream come true! Help turn sad floor-sitting books into happy shelf-having books!;95;oak-book-shelf;;US;USD;1407445219;1407445219;1404776481;1404853219;7;1
kkst267033207;INDEPENDENT BREWING COMPANY: Small batch, hand crafted ales;Independent Brewing Company is a brewpub coming to Bel Air, Maryland with a focus on small batch, unique, handcrafted ales.;25000;independent-brewing-company-small-batch-hand-craft;;US;USD;1407445246;1407445246;1382721524;1404853246;46;0
kkst1961868758;Little Free Library - Auburn Washington;This project is to bring books and stimulation to kids without access to the public library. Take a book/ Leave a book or Both;150;little-free-library-auburn-washington;;US;USD;1407445404;1407445404;1404795581;1404853404;14;1
kkst1712295989;Hungry Gods;A fast-paced adventure of costumed heroes, government conspiracy theories, and flesh-eating zombies with sidekick-style storytelling.;500;hungry-gods;;US;USD;1407445575;1407445575;1404491637;1404853575;23;1
kkst1934171568;The Cozy Owl;Did you know that takeout cups are sorely lacking in owl covers?!You can help change the world and bring owls to a takeout cup near you;60;the-cozy-owl;;CA;CAD;1407445692;1407445693;1404816981;1404853692;28;1
kkst1416609600;The next gen open source CMS.;Blogs, forums, galleries, social networks and much more. In one easy to use, content management system. Open source and free  to use.;25000;the-next-gen-open-source-cms;;GB;GBP;1407446001;1407446001;1404826015;1404854001;2;0
kkst1296487609;one of a kind.;Be unique.  Be passionate.  Be colourful.;1000;one-of-a-kind;;US;USD;1407446328;1407446328;1404820729;1404854328;2;0
kkst955266497;Selfies For My Bitch;I left my camera battery charging in the Nashville airport. My dog is devastated she can't take any more selfies.;200;selfies-for-my-bitch;;US;USD;1407446458;1407446458;1404824684;1404854458;1;0
kkst1210838995;Photograph America;Fund a bus trip cross country and taking photos of every step of the way to share with folks by making prints at the end of the trip;2500;photograph-america;;US;USD;1407446502;1407446502;1404826263;1404854546;0;0
kkst953611778;Funny B.S. & Stuff...#bumper stickers...Gotcha! (Canceled);Funny B.S. & Stuff...May cure road rage, keep you laughing & stuff as in tees/tanks w/funny quotes for the family at their expense.etc.;3000;funny-bs-and-stuffbumper-stickersgotcha;;US;USD;1407446957;1405025702;1404330972;1404854957;0;0
kkst630640666;Chicken Hot Dish;Delicious meal for two, requires dairy products and canned soup.  Family favorite and a tremendously filling dinner option.;15;chicken-hot-dish;;US;USD;1407447355;1407447355;1404848878;1404855355;0;0
kkst744870291;Five Wishes for children;"\"I am an artist and I would like to put the painting  Five wishes  in children's hospitals and burn units all over the USA.\"";1000;five-wishes-for-children;;US;USD;1407447480;1407447480;1401489563;1405019263;5;0
kkst574000420;Green Machine Food Truck, a part of Forward Mobility;Design and creation of our super foods based food truck.  A socially focused organization trying to eradicate homelessness in D.C.;55000;green-machine-food-truck-a-part-of-forward-mobilit;;US;USD;1407447580;1407447581;1395152873;1404855580;58;0
kkst1753756053;I wanna make some ribs;ribs are delicious and if i made them with bacon they would taste great.;30;i-wanna-make-some-ribs;;US;USD;1407447583;1407447583;1404790259;1404855583;0;0
